title|composer|chrds|prnt|mp3|rank|year|rb|nrb|srb|aebersold|irb|irbg|
Jorgie's|||||||2-186||||||
Joseph Joseph (Petriarka)||||||||||||y|
Joshua|Victor Feldman||||||||||y||
Journey To Recife|||||||1-246||||||
Joy Spring|Clifford Brown||||511|1954|1-247||||y||
Joy To The World|||||||2-188||||||
Joyce's Samba|||||||2-187||||||
Ju-ju|||||||1-248||||||
Juju|Wayne Shorter||||||||||y||
Julian|||||||3-162||||||
Jump For Joy|||||935|1941|||||||
Jump For Me|||||||2-189||||||
Jump Monk|||||||1-250||||||
Jumpin With Symphony Sid|Lester Young||||||||||y||
Jumpin' At The Woodside|||||436|1938|||||||
Jumpin' With Symphany Sid|||||||2-188||||||
Jumpin' With Symphony Sid|||||712|1949|2||||||
June 15th, 1967|||||||1-252||||||
Just A Closer Walk With Thee|||||781|Trad.|||||||
Just A Few|||||||2-190||||||
Just A Gigolo|Leonello Casucci||||583|1930|3||||y||
Just A-sittin' And A-rockin'|||||461|1945|2-191||||||
Just Friends|John Klenner||||85|1931|1-249|3||020,034,059,|y||
Just In Time|Jule Styne||||230|1956|2-192||||y||
Just In Tune|John Abercrombie||||||||||y||
Just One For Babik||||||||||||y|
Just One More Chance|Johnston-Coslow||||||||||y||
Just One Of Those Things|Cole Porter||||74|1935|3-160||y|051,112,117,|y||
Just Squeeze Me|Duke Ellington||||231|1941|3-163|3||048,071,|y||
Just The Way You Are|||||||2-194||||||
Just You, Just Me|Jesse Greer||||90|1929|2-193|3||072,|y||
Kansas City|||||929|1952|||||||
Kary's France|||||||2-196||||||
Katrina Ballerina|||||||2-197||||||
Keepin' Myself For You|Vincent Youmans||||||||||y||
Keepin' Out Of Mischief Now|||||378|1932||||||y|
Kelo|||||||1-5||||||
Kentucky Oysters|||||||2-198||||||
Kicker, The|Joe Henderson||||||2-198||||y||
Kids Are Pretty People|Thad Jones||||||2-199||||y||
Killer Joe|Benny Golson||||628|1959|2-200|2||h,014,070,120,|y||
King Porter Stomp|||||306|1910|||||||
Ko Ko|Charlie Parker||||||||||y||
Kolomeike||||||||||||y|
L'aquoiboniste||||||||||||y|
L'oeil Noir||||||||||||y|
La Bikina||||||||||||y|
La Camarde||||||||||||y|
La Fiesta|||||||1-254||||||
La Folle||||||||||||y|
	La Folle 2||||||||||||y|
La Foule||||||||||||y|
La Gitane (Pg.1 A,b)||||||||||||y|
La Gitane (Pg.2 C D)||||||||||||y|
La Javanaise||||||||||||y|
La Nevada Blues|||||||2-206||||||
La Promenade||||||||||||y|
La Verdine||||||||||||y|
La Vie En Rose||||||||||||y|
Ladies In Mercedes|Steve Swallow||||||3-164||||y||
Lady Be Good||||||||||||y|
Lady Bird|Tadd Dameron||||458|1947|1-256|1||036,070,099,|y||
Lady Is A Tramp, The|Richard Rodgers||||336|1937|3-166||y||y||
Lady's Blues|||||||2-201||||||
Lady's In Love With You, The|Burton Lane||||665|1939|3||||y||
Lakes|||||||2-202||||||
Lament|J.J. Johnson||||820|1954|1-257|||111,|y||
Lamp Is Low, The|DeRose-Shefter||||530|1939||3||072,|y||
Las Vegas Tango|||||||1-258||||||
Last Night When We Were Young|Harold Arlen||||526|1937|2||||y||
Last Page, The|||||||2-204||||||
Latcho Drom||||||||||||y|
Latscheben||||||||||||y|
Laura|David Raskin||||35|1945|2-203|3||034,118,|y||
Laurence Suni||||||||||||y|
Laurie|Bill Evans||||||||||y||
Lazy Afternoon|Latouche-Moross||||643|1954|3-167||||y||
Lazy Bird|John Coltrane||||||1-259||||y||
Lazy River|Hoagy Carmichael||||682|1931|1||||y||
Lazybones|Carmichael-Mercer||||||||||y||
Le Bal De La Marine||||||||||||y|
Le Chale Bleu||||||||||||y|
Leap Of Faith|||||||3-168||||||
Leaving|Richie Beirach||||||||||y||
Leila|Wes Montgomery||||||2-207||||y||
Lennie's Pennies|Lennie Tristano||||||2-208||||y||
Lennie-bird|||||||2-227||||||
Lentement Mademoiselle||||||||||||y|
Leroy The Magician|||||||1-260||||||
Les Deux Guitares||||||||||||y|
Les Gosses De La Rue||||||||||||y|
Les Yeux De Dolores||||||||||||y|
Lester Leaps In|||||219|1940|2-209||||||
Let It Snow Let It Snow Let It Snow|||||554|1945||||078,|||
Let Me Off Uptown|||||934|1941|||||||
Let There Be Love|Rand-Grant||||||||||y||
Let There Be You|Young-Cavanaugh||||||||||y||
Let's Call The Whole Thing Off|George Gershwin||||766|1936|||y||y||
Let's Call This|Thelonious Monk||||||||||y||
Let's Cook One|||||||2-210||||||
Let's Cool One|Thelonious Monk||||||||||y||
Let's Dance|||||990|1935|||||||
Let's Do It|Let's Fall In Love) ||||||||||y||
Let's Do It (Let's Fall In Love)|||||797|1928|||y||||
Let's Face The Music And Dance|Irving Berlin||||616|1935|3||||y||
Let's Fall In Love|Harold Arlen||||480|1933|2|2||058,|y||
Let's Get Away From It All|Dennis-Adair||||||||||y||
Let's Get Lost|Jimmy McHugh||||||||||y||
Li'l Darlin'|||||291|1957|3-169||y||||
Li'l Darling|Neal Hefti||||||||||y||
Liberated Brother|||||||2-211||||||
Libertango||||||||||||y|
Lie Awake|||||||1-261||||||
Lies|||||||2-212||||||
Light As A Feather|||||||2-213||||||
Light Blue|Thelonious Monk||||||||||y||
Ligia|Antonio-Carlos Jobim||||||||||y||
Like A Lover|Caymmi-Motta||||||||||y||
Like Someone In Love|Jimmy Van-Heusen|||y|147|1944|1-262|1||020,023,058,|y||
Like Sonny|John Coltrane||||||2-214||||y||
Lily Belle May June||||||||||||y|
Limbo|||||||2-206||||||
Limehouse Blues|Braham-Furber||||174|1922|1-263|||091,100,|y||
Line For Lyons|Gerry Mulligan||||||3-170||||y||
Linger Awhile|Vincent Rose||||666|1923|3||||y||
Litha|Chick Corea||||||1-264||||y||
Little B's Poem|Bobby Hutcherson||||||1-266||||y||
Little Boat|O Barquinho) ||||||||||y||
Little Chicago Fire, A|||||||2-215||||||
Little Dancer|Tom Harrell||||||||||y||
Little Face|||||||3-172||||||
Little Girl Blue|Richard Rodgers||||124|1935|3-174||||y||
Little Niles|Randy Weston||||||1-267||||y||
Little Peace In C For You|Michel Petrucciani||||||||||y||
Little Rootie Tootie|Thelonious Monk||||||2-409||||y||
Little Sunflower|Freddie Hubbard||||||2-216||||y||
Little Waltz|Ron Carter||||||1-270||||y||
Little White Lies|||||680|1930|3|||||y|
Little Willie Leaps|Charlie Parker||||||3-171||||y||
Liturgy|||||||1-268||||||
Liza|George Gershwin||||||||||y||
Liza (All The Clouds'll Roll Away)|||||189|1929|||||||
Locomotion|||||||2-217||||||
Lone Jack|Page 2 - Solos) ||||||2-218||||y||
Lonely Dreams|Terry Gibbs||||||2-220||||y||
Lonesome Road|Austin-Shilkret||||574|1928|||||y||
Long Ago (And Far Away)|||||299|1944|1|||055,|||
Long Ago And Far Away|Jerome Kern||||||1-272||||y||
Long As You Know You're Living Yours|||||||1-271||||||
Long View, The|||||||3-176||||||
Lonnie's Lament|John Coltrane||||||1-273||||y||
Look For The Silver Lining|Jerome Kern||||673|1920|2|||080,|y||
Look Of Love, The|Burt Bacharach||||698|1967|3||||y||
Look To The Rainbow|Burton Lane||||||||||y||
Look To The Sky|Antonio-Carlos Jobim||||||1-274||||y||
Looking Back|||||||1-275||||||
Looking Up|Michel Petrucciani||||||||||y||
Loop, The|Chick Corea||||||||||y||
Loop,the|||||||3-178||||||
Lost In The Stars|||||688|1949|3||||||
Lotus Blossom|Billy Strayhorn||||886|1947|2||||y||
Lotus On Irish Streams, A|||||||3-179||||||
Loud-zee|||||||3-180||||||
Louise|||||408|1929||||||y|
Love Dance|||||604|1980|||||||
Love For Sale|Cole Porter||||30|1930|2-222||y|040,107,112,117,118,|y||
Love Is Here To Stay|||||57|1938|||y|025,110,113,|||
Love Is Just Around The Corner|Lewis Gensler||||821|1934|2||||y||
Love Letters|||||309|1945|3||||||
Love Me Or Leave Me|Walter Donaldson||||206|1928|3||y||y||
Love Nest, The|Louis Hirsch||||||||||y||
Love Vibrations|||||||2-225||||||
Love Walked In|George Gershwin||||201|1937|3-182||y||y||
Love You Madly|||||567|1950|3||||||
Loveless Love|||||715|1921|||||||
Lover|Richard Rodgers||||118|1932|2|||022,061,|y||
Lover Come Back To Me|||||69|1928|3||y|018,041,061,097,|||
Lover Man|Davis-Ramirez-Sherman|y|y|y|7|1942|2-224|||032,|y||
Lover, Come Back To Me|Sigmund Romberg||||||||||y||
Lovers Rain Dance|||||||3-181||||||
Lucky Southern|Keith Jarrett||||||1-276||||y||
Lullaby In Rhythm|Goodman-Hirsch||||586|1938||3|||y||
Lullaby Of Birdland|George Shearing||||153|1952|1-277|||040,|y||
Lullaby Of Broadway|||||992|1935|||y||||
Lullaby Of The Leaves|Bernice Petkere||||251|1932|3-184|2||058,|y||
Lulu Swing||||||||||||y|
Lulu's Back In Town|||||581|1935|3-185||||||
Luna Tango||||||||||||y|
Lunar Tune|||||||2-408||||||
Lush Life|Billy Strayhorn|y|y|y|36|1949|1-278|1||032,066,|y||
Lydian April|||||||2-226||||||
Lyola||||||||||||y|
Lyresto|Kenny Burrell||||||||||y||
Ma Premiere Guitare||||||||||||y|
Mac The Knife|Kurt Weill||||||||||y||
Mack The Knife|||||110|1928|||||||
Mademoiselle||||||||||||y|
Magician In You, The|||||||1-280||||||
Mahjong|Wayne Shorter||||||||||y||
Maiden Voyage|Herbie Hancock||||952|1965|1-281|3||011,054,081,085,|y||
Main Stem|||||502|1942|||||||
Majoong|||||||1-286||||||
Make Believe|||||936|1927|||||||
Make Someone Happy|Jule Styne||||890|1960|2-228||||y||
Makin' Whoopee|||||202|1928|3-186||||||
Making Whoopee|Walter Donaldson||||||||||y||
Mallet Man|||||||1-282||||||
Mambo Inn|Bauza-Sampson-Woodlen||||938|1952||||064,|y||
Man And A Woman, A||||||||||||y|
Man I Love, The|George Gershwin||||18|1924|2-229||y|051,|y||
Man In The Green Shirt|||||||1-284||||||
Man That Got Away, The|Harold Arlen||||860|1954|3||||y||
Mandala|||||||3-188||||||
Manha De Carnaval|Black Orpheus) ||||||||||y||
Manhattan|Richard Rodgers||||489|1925|3-189||||y||
Manoir De Mes R鵥s|Django's Castle) ||||||||||y||
Manteca|Dizzy Gillespie||||490|1948|2-410|||064,|y||
Maple Leaf Rag|||||889|1899|||||||
Margie|||||268|1920||||079,100,||y|
Maria|||||591|1957|||||||
Maria Elena||||||||||||y|
Marie|||||838|1928||||||y|
Mas Que Nada|Jorge Ben||||887|1963|3||||y||
Masquerade|||||||2-230||||||
Masquerade Is Over, The|Allie Wrubel||||396|1938|3|2|||y||
Matrix|||||||3-190||||||
May Dance|||||||1-287||||||
May-reh|||||||2-231||||||
Maybe|||||983|1926|||||||
Maybe I Should Change My Ways|Duke Ellington||||||||||y||
Maybe You'll Be There|||||864|1947|||||||
Mayreh|||||||3-191||||||
Maze, The|Herbie Hancock||||||||||y||
Mc Jolt|Richie Beirach||||||||||y||
Mean To Me|Turk-Ahlert||||75|1929|3|2||065,|y||
Meaning Of The Blues|Worth-Troup||||730|1957|3-192||||y||
Meditation|Antonio-Carlos Jobim||||685|1962|1-288||y|031,098,|y||
Mediterranean Blues||||||||||||y|
Mellow Mood|||||||2-232||||||
Melodie Au Crepuscule||||||||||||y|
Memories Of Tomorrow|Keith Jarrett||||||1-289||||y||
Memories Of You|Eubie Blake||||83|1930|2-233|2|||y||
Memphis Blues|||||725|1912|||||||
Memphis Underground|||||||1-305||||||
Menilmontant||||||||||||y|
Menilmontant 2||||||||||||y|
Menina Flor|||||||2-234||||||
Mercy Mercy Mercy|Joe Zawinul||||||||||y||
Mercy, Mercy, Mercy|||||||2-235||||||
Metro Swing||||||||||||y|
Mevlevia|||||||1-290||||||
Mi Boj A Samba|||||||3-194||||||
Michelle|||||||1-292||||||
Micro||||||||||||y|
Midnight At The Oasis|David Nichtern||||||||||y||
Midnight In Moscow (Moscow Nights)||||||||||||y|
Midnight Mood|Joe Zawinul||||||1-293||||y||
Midnight Sun|Hampton-Burke-Mercer||||325|1947|3-196|1|||y||
Milano|John Lewis||||||1-294||||y||
Miles Ahead|Miles Davis||||||2-236||||y||
Milestones|Old) ||||287|1958|3-193|||007,050,|y||
Mimi|Richard Rogers||||||||||y||
Mimosa||||||||||||y|
Minch Valse||||||||||||y|
Minor Blues||||||||||||y|
Minor Mishap|Tommy Flanagan||||||2-237||||y||
Minor Mood|Clifford Brown||||||2-238||||y||
Minor Strain|Bobby Timmons||||||||||y||
Minor Swing||||||||||||y|
Minority|Gigi Gryce||||||1-295||||y||
Mira Familia||||||||||||y|
Mire' Pral||||||||||||y|
Mirror, Mirror|Corea Chick||||||||||y||
Misterioso|Thelonious Monk||||484|1948|||||y||
Misty|Erroll Garner|y|y|y|56|1954|1-296|1||041,049,070,107,|y||
Miyako|Wayne Shorter||||||1-297||||y||
Moak's Shop|||||||2-239||||||
Moanin'|Bobby Timmons||||565|1959|2-240||||y||
Modesty Blues|||||||2-241||||||
Molten Glass|||||||1-298||||||
Moment To Moment|||||||3-198||||||
Moment's Notice|John Coltrane||||576|1957|1-299|2||038,065,|y||
Moments To Remember|Robert Allen||||||||||y||
Mon Dieu||||||||||||y|
Mona Lisa|Livingston-Evans||||||||||y||
Monk's Dream|Thelonious Monk||||798|1962|||||y||
Monk's Mood|Thelonious Monk||||542|1946|2-234|1||056,|y||
Monk's Sphere|||||||2-243||||||
Monster & The Flower, The|||||||3-200||||||
Montage|||||||1-300||||||
Montagne Sainte-genevieve||||||||||||y|
Monticello||||||||||||y|
Mooche, The|||||714|1929|||||||
Mood Indigo|Duke Ellington||||161|1930|1-301|2||012,|y||
Moon Alley|Tom Harrell||||||||||y||
Moon And Sand|Wilder-Palitz||||||3-202||||y||
Moon Germs|||||||1-302||||||
Moon Glow|||||||2-244||||||
Moon Rays|||||||2-245||||||
Moon River|Henry Mancini||||684|1961|2||||y||
Moon Song (That Wasn't Meant For Me)|||||776|1933|||||||
Moonchild|Keith Jarrett||||||1-93||||y||
Moondance|Van Morrison||||||||||y||
Moonglow|Hudson-Lange-Mills||||128|1934|2|3||059,|y||
Moonlight Becomes You|Jimmy Van-Heusen||||907|1942|3||||y||
Moonlight In Vermont|Karl Suessdorf||||141|1944|3-199|1||i,065,|y||
Moonlight Saving Time|Irving Kahal||||||||||y||
Moonlight Serenade|Miller-Parish||||882|1939||3|||y||
Moontrane|Woody Shaw||||||2-246||||y||
Moose The Mooche|Charlie Parker||||699|1946|2-247|||i,069,|y||
More|||||769|1963|3||||||
More I See You, The|Harry Warren||||318|1945|1-303||y|123,|y||
More Than You Know|Vincent Youmans||||72|1929|2|2|||y||
Morgan The Pirate|Lee Morgan||||||||||y||
Morning|Clare Fischer||||||2-248||||y||
Moten Swing|Bennie Moten||||249|1932|2||||y||
Moten's Swing|||||||2-249||||||
Mother Of The Dead Man|||||||1-304||||||
Mountain Greenery|Richard Rodgers||||||3-204||||y||
Move|Denzil Best||||510|1949|2-250||||y||
Moving Out|||||||2-251||||||
Mr Broadway, Theme From|||||||2-252||||||
Mr Clean|||||||2-227||||||
Mr Jin|||||||1-7||||||
Mr Jones|||||||2-253||||||
Mr Magic|||||||2-254||||||
Mr Pc|||||||1-305||||||
Mr Sims|||||||2-255||||||
Mr. P.c.|John Coltrane||||||||||y||
Mr. Sandman||||||||||||y|
Mrs Miniver|||||||2-256||||||
Muezzin|||||||2-257||||||
Muezzin'|||||||3-205||||||
Muppet Show Theme, The||||||||||||y|
Muskrat Ramble|||||342|1926|||||||
My Baby Just Cares For Me|||||922|1930|3||||||
My Blue Heaven|||||406|1927|3|||||y|
My Buddy|||||496|1922|1||||||
My Favorite Things|Richard Rodgers||||333|1959|1-306|||025,090,|y||
My Foolish Heart|Victor Young||||103|1949|1-307|||025,|y||
My Funny Valentine|Richard Rodgers|y|y|y|6|1937|1-308||y|025,107,|y||
My Heart Belongs To Daddy|Cole Porter||||584|1938|3||||y||
My Heart Stood Still|Richard Rodgers||||246|1927|3-208||y|071,|y||
My Honey's Lovin' Arms|||||873|1922|||||||
My Ideal|Richard Whiting||||379|1930|3|||022,|y||
My Little Boat|||||||1-309||||||
My Little Brown Book|Billy Strayhorn||||||||||y||
My Little Suede Shoes|Charlie Parker||||587|1951|2-258|||006,069,|y||
My Lucky Star|DeSylva-Brown-Henderson||||||||||y||
My Man|||||472|1921|3||||||
My Man's Gone Now|George Gershwin||||481|1935|3-206||y||y||
My Melancholy Baby|Burnett-Norton||||164|1911|3|||080,|y||
My Monday Date|||||845|1928|||||||
My Old Flame|Johnson-Coslow||||101|1934|2-259|||022,|y||
My One And Only Love|Wood-Mellin||||97|1953|1-310|||051,|y||
My Reverie|||||862|1938|||||||
My Romance|Richard Rodgers||||91|1935|1-311||||y||
My Secret Love|Roger Vogel||||||||||y||
My Shining Hour|Harold Arlen||||307|1943|1|1||044,|y||
My Ship|Kurt Weill||||292|1941|1-314|2||089,|y||
My Silent Love|||||746|1932|3||||||
My Song|Keith Jarrett||||||||||y||
My Sweet||||||||||||y|
My Way|Revaux-Francois-Thibaud-Anka||||||||||y||
Mysterieuse||||||||||||y|
Mysterious Traveler|||||||1-312||||||
Mystic Touch|||||||2-243||||||
N Ight We Called It A Day, The|||||||3-212||||||
Nagasaki|||||617|1928||||||y|
Naima|John Coltrane||||263|1959|1-315|2||027,|y||
Namely You|||||782|1956||||040,097,|||
Nancy|With The Laughing Face) ||||||||||y||
Nancy (With The Laughing Face)|||||622|1944|3||y|040,|||
Nancy Joe|||||||2-265||||||
Nardis|Miles Davis||||633|1959|1-316|||050,|y||
Natascha||||||||||||y|
Nature Boy|Eden Ahbez||||115|1948|2-260|1|||y||
Ne Me Quitte Pas||||||||||||y|
Neal's Blues|||||||3-209||||||
Nearness Of You, The|Hoagy Carmichael||||64|1937|2-261|||059,|y||
Nefertiti|Wayne Shorter||||||1-317||||y||
Never Let Me Go|Jay Livingston||||332|1956|3-210||||y||
Never Will I Marry|Frank Loesser||||||1-318||||y||
Nevertheless|Kalmar-Ruby||||||||||y||
New Orleans|||||867|1932|||||||
New Picture|Jimmy Heath||||||||||y||
New Thing, A|||||||2-262||||||
New York, New York|John Kander||||||||||y||
Nica's Dream|Horace Silver|y|y|y|418|1956|1-319|2||018,065,081,|y||
Nice 'n Easy|Spence-Bergman-Keith||||||||||y||
Nice Work If You Can Get It|George Gershwin||||158|1937|||y||y||
Nice'n Easy|||||||3-211||||||
Night And Day|Cole Porter|||y|33|1932|1-320||y|051,112,117,|y||
Night Dreamer|Wayne Shorter||||||1-321||||y||
Night Has A Thousand Eyes, The|Jerry-Brainin||||273|1948|1-322|||052,075,|y||
Night In Tunisia|||||40|1942|1|||043,111,|||
Night Train|||||638|1952|1||||||
Night We Called It A Day, The|Matt Dennis||||445|1944|3||||y||
Nightingale Sang In Berkeley Square, A|||||||3-213||||||
Nimbus|||||||1-323||||||
Nine By Nine||||||||||||y|
No Me Esqueca|||||||2-263||||||
No Moe|Sonny Rollins||||||2-264||||y||
No Moon At All|David Mann||||569|1948|3|2|||y||
No More|||||659|1944|||||||
No Splice|Lee Konitz||||||2-268||||y||
Nobody Else But Me|Jerome Kern||||657|1946|3-214||||y||
Nobody Knows The Trouble I've Seen|||||538|Trad.|||||||
Nobody Knows You When You're Down And Out|||||979|1923|1||||||
Nobody's Sweetheart||||||||||||y|
Nobody's Sweetheart Now|||||843|1924|||||||
Nonsequence|||||||1-324||||||
North Atlantic Run|||||||2-266||||||
Nostalgia In Times Square|Charles Mingus||||||1-326||||y||
Notes Noires A||||||||||||y|
Notes Noires B||||||||||||y|
Nothing Personal|Don Grolnick||||||||||y||
Noto Swing||||||||||||y|
Now He Beats The Drum-now He Stops|||||||3-215||||||
Now He Sings, Now He Sobs|||||||3-216||||||
Now It Can Be Told|||||970|1938|||||||
Now's The Time|Charlie Parker|||y|354|1945|2-265|||006,|y||
Nuages|Django Reinhardt|y|y|y|504|1939|1||||y||
Nuages 1||||||||||||y|
Nuits D'italie||||||||||||y|
Nuits St. Germain Des Pres||||||||||||y|
Number 1||||||||||||y|
Number 6|||||||3-217||||||
Nutty|Thelonious Monk||||||||||y||
Nutville|Horace Silver||||||2-269||||y||
O Grande Amor|Antonio-Carlos Jobim||||||||||y||
O Lechto Gurko||||||||||||y|
O Little Town Of Bethlehem|||||977|1868||||125,|||
Odd Couple, The|Neal Hefti||||||||||y||
Off Minor|Thelonious Monk||||876|1947|2-270|1||056,|y||
Oh Lady Be Good|||||||2-271||||||
Oh Look At Me Now|DeVries-Bushkin||||||||||y||
Oh You Crazy Moon|||||783|1939|||||||
Oh, Lady Be Good|George Gershwin||||22|1924|||y|039,|y||
Oh, What A Beautiful Mornin'|Richard Rodgers||||||||||y||
Ol' Man River|Jerome Kern||||236|1927|||||y||
Old Cape Cod|Rothrock-Vakus-Jeffrey||||||||||y||
Old Country, The|Adderley-Lewis||||||||||y||
Old Devil Moon|Burton Lane||||242|1946|2-272|||025,|y||
Old Folks|Willard Robison||||144|1938|3-218||y|071,|y||
Old Folks At Home|||||492|1851|||||||
Oleo|Sonny Rollins||||280|1954|1-327|1||008,065,|y||
Olhos De Gato|||||||1-328||||||
Oliloqui Valley|Herbie Hancock||||||||||y||
Olinoqui Valley|||||||1-8||||||
On A Clear Day|Burton Lane||||||3-219||||y||
On A Clear Day (You Can See Forever)|||||800|1966|3||y|094,|||
On A Slow Boat To China|Frank Loesser||||630|1948|3|||091,|y||
On Broadway|Mann-Weil-Stoller-Leiber||||||||||y||
On Green Dolphin Street|Bronislau Kaper||||||||||y||
On The Alamo|||||359|1922|||||||
On The Sly|||||||3-220||||||
On The Stairs|||||||2-277||||||
On The Street Where You Live|Frederick Loewe||||330|1956|3-222||||y||
On The Sunny Side Of The Street|Jimmy McHugh||||55|1930|2|2||049,|y||
On The Trail|Ferde Grofe||||641|1933|2-270|||034,|y||
Once I Loved|Antonio-Carlos Jobim||||683|1963|1-329|1||i,031,098,|y||
Once In A While|Michael Edwards||||262|1937||2||034,|y||
Once In Awhile|||||||2-274||||||
One By One|Wayne Shorter||||||2-275||||y||
One Finger Snap|Herbie Hancock||||||1-330||||y||
One Foot In The Gutter|Clark Terry||||||2-276||||y||
One For Daddy-0|||||||2-278||||||
One For My Baby|Harold Arlen||||||||||y||
One For My Baby (And One More For The Road)|||||739|1943|3|1|||||
One I Love (Belongs To Somebody Else), The|||||737|1924|||||||
One I Love, The|Belongs To Somebody Else) ||||||||||y||
One Morning In May|Hoagy Carmichael||||||||||y||
One Note Samba|Antonio-Carlos Jobim||||533|1961|1-331|||031,098,|y||
One O'clock Jump|||||175|1938||||071,|||
Only Trust Your Heart|Benny Carter||||||||||y||
Only You Know|||||||3-224||||||
Open Your Eyes, You Can Fly|||||||1-332||||||
Opener, The|Bill Evans||||||||||y||
Opus De Funk|||||||2-278||||||
Opus One|||||948|1943|||||||
Orbits|||||||1-334||||||
Organ Grinder Swing||||||||||||y|
Organ Grinder's Swing|||||736|1936|||||||
Oriental Shuffle||||||||||||y|
Ornithology|Charlie Parker||||462|1946|1-335|||i,006,069,093,|y||
Ou Es-tu Mon Amour||||||||||||y|
Our Delight|||||467|1946|3-228|||091,099,|||
Our Love Is Here To Stay|George Gershwin||||||2-279||||y||
Out Back Of The Barn|||||||2-280||||||
Out Of Nowhere|Johnny Green||||68|1931|1-336|||020,022,059,|y||
Out Of This World|Harold Arlen||||434|1944|3|1||046,|y||
Over The Rainbow|Somewhere) ||||63|1938|3-229|3||034,|y||
Ow|||||858|1947|3-230||||||
Oye Como Ya|||||||2-403||||||
P.s. I Love You|Gordon Jenkins||||774|1934|1||||y||
Padam...padam||||||||||||y|
Palo-alto|||||||2-282||||||
Panama|||||493|1911|||||||
Panique||||||||||||y|
Pannonica|Thelonious Monk||||494|1956|2-281||||y||
Paper Doll|Johnny Black||||||||||y||
Paprika||||||||||||y|
Paquito||||||||||||y|
Paramount Stomp||||||||||||y|
Parisian Thoroughfare|Bud Powell||||||||||y||
Parker's Mood|Charlie Parker||||488|1948|||||y||
Party's Over, The|Styne-Comden-Green||||704|1956|3-231|||025,|y||
Passion||||||||||||y|
Passion Dance|McCoy Tyner||||||1-337||||y||
Passion Flower|Billy Strayhorn||||411|1944|1||||y||
Passport|Charlie Parker||||||3-234||||y||
Patchiena||||||||||||y|
Patterns|||||||2-284||||||
Peace|Horace Silver||||923|1959|1-340|2||i,017,|y||
Peaches En Regalia|||||||1-338||||||
Peacocks, The|Jimmy Rowles||||605|1975|||||y||
Peanut Vendor, The|||||519|1928|||||||
Pearlie's Swine|||||||1-341||||||
Peche A Ia Mouche||||||||||||y|
Pee Wee|Tony Williams||||||1-342||||y||
Peel Me A Grape|Dave Frishberg||||||||||y||
Peg O' My Heart|||||655|1913||||080,|||
Peggy's Blue Skylight|||||||1-343||||||
Penguin, The||||||||||||y|
Pennies From Heaven|Arthur Johnston||||81|1936|2-286||||y||
Penny Arcade|||||||2-287||||||
Pensativa|Clare Fischer||||||1-344||||y||
Pent Up House|Sonny Rollins||||||||||y||
Pent-up House|||||||1-346||||||
Penthouse Serenade|Jason-Burton||||580|1931|1||||y||
People|Jule Styne||||508|1963|3-236||||y||
People Will Say We're In Love|Richard Rodgers||||806|1943|2-292||||y||
Perdido|Juan Tizol||||58|1942|2-288|2||012,065,067,|y||
Perdido Line|||||||2-290||||||
Perfect Love, Jamala|||||||1-9||||||
Perfidia|||||885|1939|||||||
Perhaps|Charlie Parker||||||3-238||||y||
Perhaps, Perhaps, Perhaps|Farres-Davis||||||||||y||
Peri's Scope|Bill Evans||||||1-347||||y||
Petit Fleur|Sidney Bechet||||||||||y||
Petite Fleure|||||||2-293||||||
Petits Machins|||||||2-294||||||
Pfrancing|No Blues) ||||||||||y||
Pfrancing (No Blues)|||||||1-348||||||
Phase Dance|Pat Metheny||||||2-296||||y||
Picadilly Lilly|||||||3-239||||||
Pick Yourself Up|Jerome Kern||||550|1936|2-295|||055,|y||
Pinetop's Boogie Woogie|||||965|1929|||||||
Ping Pong|Wayne Shorter||||||||||y||
Pinocchio|Wayne Shorter||||||1-349||||y||
Pithycanthropus Erectus|||||||1-350||||||
Place De Broukere||||||||||||y|
Place Du Tertre||||||||||||y|
Place Parodi||||||||||||y|
Plain Jane|||||||1-10||||||
Platz Blues|||||||3-235||||||
Played Twice|Thelonious Monk||||||1-351||||y||
Please Be Kind|||||697|1938||||||y|
Please Don't Talk About Me||||||||||||y|
Please Don't Talk About Me When I'm Gone|||||634|1930|||||||
Please Send Me Someone To Love|||||322|1950|||||||
Poinciana|Nat Simon||||334|1936|3-240|||072,|y||
Point Of Return|||||||3-241||||||
Polka Dots And Moonbeams|||||79|1940|2-297|1||023,058,|||
Polkadots And Moonbeams|Jimmy Van-Heusen||||||||||y||
Poor Butterfly|Raymon Hubbell||||196|1916|3-242|||039,080,|y||
Popsicle Toes|Michael Franks||||||||||y||
Porto Cabello||||||||||||y|
Portrait Of Jennie|Burdge-Robinson||||795|1948|2-298||||y||
Portsmouth Figurations|||||||1-352||||||
Pragression|||||||2-299||||||
Preacher, The|Horace Silver||||599|1956|2-300|||017,|y||
Prelude To A Kiss|Duke Ellington||||46|1938|1-353|3||012,|y||
Premier Bal||||||||||||y|
Pretend|Douglas-Parman-Lavere||||||||||y||
Pretty Girl Is Like A Melody, A|||||||3-243||||||
Prince Of Darkness|||||||1-354||||||
Princesse Des Etoiles||||||||||||y|
Prise De Courant||||||||||||y|
Prism|Keith Jarrett||||||3-244||||y||
Prisoner Of Love|||||670|1931|2|||046,|||
Pure Imagination|||||||3-245||||||
Pursuance|||||||2-300||||||
Pussy Cat Dues|||||||1-355||||||
Put On A Happy Face|Charles Strouse||||||||||y||
Quand Refleuriront Les Lilas Blancs||||||||||||y|
